original_id,title,user_input,precision_at_k,recall_at_k,mrr,ndcg,binary_genre_similarity,proportional_genre_similarity,top_k_ids,top_k_titles
1425530,ESTRANGEIRO,"um drama, fantasia kaio não é desse planeta. em uma noite de sábado, ele sai com seus amigos terráqueos e tenta lidar com seu sentimento de não pertencimento. tendo como plano de fundo a cultura reggae do ceará, estrangeiro propõe uma celebração da diversidade racial, sexual e de gênero dentro do ambiente periférico. com temas como extraterrestre, queer, ficção, lgbtq",1.0,1.0,1.0,1.0,0.6,0.4,1425530|668044|542783|704081|330456,"ESTRANGEIRO|Inabitáveis|Maravilhosa|Para Onde Voam as Feiticeiras|Gamal, O Delírio do Sexo"
94639,José e Pilar,"um documentário a relação e o cotidiano do casal josé saramago, escritor português, e pilar del rio, jornalista 28 anos mais nova que o marido. que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,0.3333333333333333,0.5,0.6,0.6,765531|183678|94639|1364600|586441,O Amor Dentro da Câmera|A Margem|José e Pilar|Vincular e Entrelaçar|Albatroz
363733,Bem Casados,"um romance, comédia solteirão convicto, heitor ganha a vida comandando uma equipe que registra cerimônias de casamento e se mete em encrenca ao se tornar alvo de penélope, que está desesperada para impedir o enlace matrimonial do amante.",1.0,1.0,0.3333333333333333,0.5,0.6,0.4,373680|261457|363733|360232|195452,A Cama ao Alcance de Todos|A Arte de Amar Bem|Bem Casados|Entreturnos|As Amorosas
759443,Matiz,"um animação em um contexto de extremismos políticos, um menino perde sua infância pela violência militar. indignado com a situação, enfrenta os militares, o que o leva à morte. diante da perda, sua mãe invade o cenário usando de seu trabalho para enfrentar e resistir ao sistema. com temas como fotografia, ditadura, stop motion, ditadura militar, arquivo",1.0,1.0,1.0,1.0,0.2,0.2,759443|1195721|1227044|1245903|807459,Matiz|15 filhos|De olhos abertos|Antes do Fim da Guerra|Menino Azul
844532,Doutor Gama,"um drama, história baseado na biografia de luiz gama, um dos personagens mais importantes da história brasileira, homem negro que utilizou as leis e os tribunais para libertar mais de 500 escravos. nascido de ventre livre, gama foi vendido como escravo aos 10 anos de idade para pagar dívidas de jogo de seu pai. mesmo como escravo, se alfabetizou, estudou e conquistou sua própria liberdade, se tornando um dos mais respeitados advogados de sua época. um abolicionista e republicano que inspirou um",1.0,1.0,1.0,1.0,0.5,0.5,844532|199896|481349|935912|135624,"Doutor Gama|O Cortiço|Torturadas pelo Sexo|Odilon, O Réu de Si Mesmo|Memórias do Cárcere"
738271,"Vamos subir, Negô!","um documentário o dvd ""vamos subir, negô"" narra o caminho de volta do esporte clube vitória, o maior time do norte-nordeste, à elite do futebol brasileiro. as dificuldades enfrentadas após a queda à terceira divisão, a reestruturação e a nova gestão. a reaproximação da torcida, o campeonato baiano e a campanha completa da série b de 2007, que assegurou a volta do leão da barra à primeira divisão.  o dvd ainda traz uma sessão bônus, com depoimentos exclusivos, todos os gols da campanha da série b",1.0,1.0,1.0,1.0,1.0,1.0,738271|1091724|780065|759470|362958,"Vamos subir, Negô!|Futebol|Invicto2|Revolução dos 3|Subterrâneos do Futebol"
534685,Sonho de um Carnaval,"um documentário um mestre-sala e uma porta-bandeira dançam no vazio. com temas como carnaval que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",0.0,0.0,0.0,0.0,0.6,0.6,365179|1397304|1179633|622445|1073308,82 Minutos|Trópico de Leão|Espetáculo|Raízes do Sertão|Do Útero Ao Túmulo
858522,Ritual de Beleza,"um terror isabel invoca forças das trevas em rituais para se manter a mais bonita e desfigurar quem ameace sua superioridade. um encontro se torna um banquete sangrento. movida pela inveja, isabel envenena uma amiga e faz seu corpo todo queimar.  essas são apenas algumas das vítimas de isabel nessa jornada egocêntrica. com temas como curta -metragem, terror, ficção, horror",1.0,1.0,1.0,1.0,1.0,1.0,858522|1315318|1255312|1380847|1283277,"Ritual de Beleza|Lâmia, Vampiro!|Fitas Proibidas - Antologia do Terror|BOSQUE|Vampiro da Rua"
1303919,Minha Querida Cece,"um drama maria cecília e liz, amigas inseparáveis desde a infância, reencontram-se em uma cafeteria após um ano de afastamento. o que prometia ser um momento nostálgico de reunião rapidamente se transforma em um confronto emocional. maria cecília, carregando um peso invisível, revela que está sofrendo abusos do marido. liz, frustrada por acreditar que a amiga está presa ao passado, não percebe a gravidade da confissão. o encontro, no entanto, esconde uma verdade ainda mais dolorosa: maria cecíli",1.0,1.0,1.0,1.0,0.6,0.6,1303919|1309743|123451|341612|469915,Minha Querida Cece|Emaranhado|Fica Comigo Esta Noite|Mulher Objeto|Café com canela
1087225,Fabinho,"um documentário documentary about the musician from belo horizonte, member of the geração perdida de minas gerais, fábio de carvalho. com temas como produção musical, composição, curta-metragem documental",1.0,1.0,1.0,1.0,1.0,1.0,1087225|395953|457625|403132|1263687,Fabinho|O M da Minha Mão|Faço de Mim O Que Quero|Daquele Instante em Diante|Coração Tambor
1428282,Eu Ainda Existo,"pedro e lúcia têm suas vidas transformadas e seus sonhos interrompidos quando a demência frontotemporal invade seu cotidiano, desafiando memórias, afetos e a própria identidade. com temas como dementia, disease, drama",1.0,1.0,1.0,1.0,0.0,0.0,1428282|1135438|1394068|483800|1455672,Eu Ainda Existo|Reminiscência|Reversão|Memória de Elefante|Odisseia da Alma
1195175,Alvor,"um drama, família uma mulher recebe uma mensagem de seu pai, e não sabe o que fazer depois disso. com temas como família desfeita que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",0.0,0.0,0.0,0.0,0.5,0.25,487491|1245246|661409|480636|495469,"Fala Sério, Mãe!|Volta|Tranças|Querida Mamãe|A Morte Inventada - Alienação Parental"
1278305,Buraco de Minhoca,"um drama, família tião, 5 anos, busca entender os acontecimentos que envolvem sua família nesse momento. inclusive, a doença de sua mãe que a leva para longe dele. com temas como solidão, férias em família, ponto de vista da criança, visita ao hospital",1.0,1.0,1.0,1.0,0.6,0.4,1278305|495469|554689|807459|851344,Buraco de Minhoca|A Morte Inventada - Alienação Parental|Meio Irmão|Menino Azul|Álbum em Família
1381036,Reflexos,"um terror para saber se a lenda da loira do banheiro é real uma garota testa a própria sorte nesse experimento, mas as consequências podem ser irreversíveis... com temas como curta que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,1.0,1.0,0.6,0.6,1381036|984466|1386451|1135438|1403816,Reflexos|Catarina – A Lenda da Loira do Banheiro|Loira do banheiro|Reminiscência|Entre Corpos
146905,Boca de Ouro,"um drama em seu primeiro em uma longa série de adaptações literárias extremamente imaginativas, nelson p. dos santos reinventou o romance de nelson rodrigues sobre um gangster patológico com dentes sólidos de ouro e um apetite voraz para mulheres e poder. abraçando técnicas narrativas radicalmente modernistas, a boca de ouro oferece um retrato fragmentado e refrativo da masculinidade brutal que retorna repetidamente ao mesmo momento a partir de diferentes vantagens, revelando perspectivas inespe",1.0,1.0,1.0,1.0,0.8,0.8,146905|1397304|236310|258206|634328,Boca de Ouro|Trópico de Leão|Mar de Rosas|Anjos da Noite|O Seu Amor de Volta (Mesmo que ele não queira)
1363223,Propagando,"um música propagando é o primeiro dvd ao vivo da banda brasileira de manguebeat nação zumbi, lançado em 2004. com temas como música, manguebeat, show que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,1.0,1.0,0.6,0.6,1363223|607401|913919|1353248|258172,Propagando|LUDMILLA: Hello Mundo|Manguebit|Funk Brasil - 5 Visões do batidão|Veja Esta Canção
593637,Horácio,"um drama a trama se passa no bairro do bixiga, um dos mais tradicionais de são paulo, que também serve de esconderijo para o protagonista, cuja prisão foi decretada por um juíz. ao perceber que o cerco está se fechando e que pode ser preso, horácio tenta convencer milton a fugir para o paraguai e começar uma vida nova. o que ele não sabe é que o capanga está apaixonado por uma mulher misteriosa.",1.0,1.0,1.0,1.0,0.4,0.4,593637|536797|194753|417512|320275,Horácio|Na Mira do Assassino|Maria 38|É Um Caso de Polícia!|Mãos Sangrentas
615226,O Homem Cordial,"na noite de retorno aos palcos de uma famosa banda de rock do anos 80, viraliza na internet um vídeo que envolve aurélio sá, vocalista e líder da banda, na morte de um policial militar. que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,1.0,1.0,0.0,0.0,615226|258968|67610|1300426|402006,O Homem Cordial|República dos Assassinos|Corisco & Dadá|E Seu Corpo É Belo|Luiz Gonzaga - Danado de Bom
670101,O Sol dos Amantes,"um romance, drama em minas gerais, nos anos de 1930, uma jovem desde muito cedo prometida ao filho de um coronel decide contrariar a todos e foge com o homem que ela realmente ama. que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,0.5,0.6309297535714575,1.0,0.6,1397304|670101|236310|71113|1181237,Trópico de Leão|O Sol dos Amantes|Mar de Rosas|Filhas do Vento|Apaixonada
745888,Segredos do Putumayo,"um documentário documentário sobre aquele que é considerado hoje o pai dos inquéritos sobre a violação de direitos humanos, roger casement (1864-1916). as ações de quando ele esteve na áfrica, no brasil e na sua irlanda nativa ainda repercutem em nossos dias.",1.0,1.0,1.0,1.0,0.8,0.8,745888|323151|371835|615862|882950,Segredos do Putumayo|Manhã Cinzenta|Brasil Verdade|O Príncipe do Fogo|Memória Sufocada
886300,O Cargo,"um comédia, mistério, ficção científica um garoto é submetido a uma entrevista de emprego nada convencional dentro de um estacionamento com temas como satirical que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",0.0,0.0,0.0,0.0,0.4,0.13333333333333333,1213277|1014928|441732|344896|550775,Criança Enjaulada|Coletânea de Histórias Extremamente Curtas|Alô!?|A Loucura Entre Nós|Principio Cômico
1134536,Curral Central,"um documentário serra do curral, belo horizonte, antiga curral del rey, e em seu coração, o mercado central. fundado em 1929, o mercado é um importante ponto turístico e comercial da capital de minas gerais. seu comércio e fama são em grande parte sustentados pela boa e velha ""cultura mineira"", que envolve muita carne, cachaça, queijo e doces, além de artesanatos característicos.  além das queijarias, açougues, restaurantes e lojas de ""mineiridades"", o mercado ainda possui um outro tipo de ""prod",1.0,1.0,1.0,1.0,0.75,0.75,1134536|252540|749325|71330|1255807,Curral Central|Rinha: O Filme|Montanha Dourada|Sertão em Festa|É o Boi
539042,Deslembro,"um drama o filme conta a história de joana, uma adolescente que se alimenta de literatura e rock. ela mora em paris com a família, quando a anistia é decretada no brasil, final de 79. de um dia para o outro, organiza-se a volta para o país do qual mal se lembra. no rio de janeiro, cidade onde nasceu e onde seu pai desapareceu nos porões do dops, seu passado ressurge. nem tudo é real, nem tudo é imaginação, mas ao “lembrar”, joana escreve sua própria história no presente, na primeira pessoa.",1.0,1.0,1.0,1.0,0.75,0.75,539042|749116|315749|900685|774852,Deslembro|Cidade; Campo|Topografia De Um Desnudo|Os Ossos da Saudade|Dramática
426763,Mar Corrente,"um drama ""helena, casada com o decorador bruno é uma mulher insatisfeita com a futilidade da vida social. reata suas relações com o antigo namorado, clóvis, e descobre como é difícil a luta pela felicidade, vendo o exemplo dos menos favorecidos. depois de salvar-se do mar agitado, na praia, helena vê-se possuída por um receio místico. na noite do reveillon, enquanto o povo promove a festa de iemanjá, helena e bruno realizam uma festa de luxo. seu empregado, luiz, é preso como suspeito pela morte",1.0,1.0,1.0,1.0,0.8,0.8,426763|1175173|236310|1397304|393448,Mar Corrente|Helena de Guaratiba|Mar de Rosas|Trópico de Leão|Amor e Desamor
878445,Cervos de Papel,"um drama, mistério, romance jonas, um designer de interiores em madeira, sente seu espaço invadido após lúcia, sua mulher, decorar a casa com uma cabeça de cervo de papel. quando jonas perde lúcia, a culpa de uma briga que nunca aconteceu volta a atenção de jonas do mundo ao seu redor para seu mundo interno, iniciando uma jornada épica e reflexiva na superação dessa perda. com temas como religião e sobrenatural, tristeza, natureza",1.0,1.0,1.0,1.0,0.8,0.4666666666666666,878445|1090528|1180853|409107|1402457,Cervos de Papel|Pedaços|Autorretrato|Beduino|Sabiá
1190454,"... enquanto houver vida, estarei aqui","um documentário, drama mini documentário sobre a morte lenta dos sebos após a chegada da internet. com temas como livraria, internet, desafios da vida, documentário, aceitando o futuro que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,0.5,0.6309297535714575,1.0,0.8,1433456|1190454|1180115|1179633|829810,"Ione|... enquanto houver vida, estarei aqui|Para os Que Ficam|Espetáculo|Mr. Dreamer"
150653,A Terceira Margem do Rio,"um fantasia, drama um homem de meia-idade deixa sua família e amigos para viver isolado em uma canoa no meio de um rio, na região central do brasil, e jamais volta a pisar em terra firme. seu único contato com as pessoas acontece através de seu filho liojorge, que lhe deixa comida na margem do rio. os anos se passam e a filha rosário casa com um rapaz da região e vai morar na cidade. o filho também casa, mas decide permanecer com a mãe e continuar levando diariamente a comida para o pai invisíve",1.0,1.0,1.0,1.0,0.75,0.625,150653|467729|1439352|322985|530374,"A Terceira Margem do Rio|Vento|Distrito Floresta|Pedro Canhoto, O Vingador Erótico|Égun"
359306,Duas Estranhas Mulheres,"um drama, terror, mistério uma história repleta de suspense e toques de erotismo, marcada pela referência a duas fortes figuras femininas: eva, a primeira de todas as mulheres; e diana, deusa romana da caça.",1.0,1.0,1.0,1.0,0.6,0.3333333333333333,359306|236310|603888|283716|1175173,Duas Estranhas Mulheres|Mar de Rosas|Loucuras Sexuais|Vadias do Sexo Sangrento|Helena de Guaratiba
402006,Luiz Gonzaga - Danado de Bom,"um música luiz gonzaga mostra como se dança e canta baião neste dvd histórico, que traz o registro do show de despedida do artista, gravado em maio de 1984 para a rede globo de televisão. o velho lua canta seus maiores sucessos na componhia de astros como elba ramalho, fagner, sivuca, dominguinhos e o filho gonzaguinha. o áudio do show foi restaurado e as imagens são valiosas por documentar para a posteridade a alaegria das apresentações de gonzagão!",1.0,1.0,1.0,1.0,1.0,1.0,402006|834815|1074323|325726|615226,Luiz Gonzaga - Danado de Bom|Lendas Brasileiras|Irmão Lázaro - Testemunho e Louvor|Xuxa Só Para Baixinhos|O Homem Cordial
590712,O Barato de Iacanga,"um documentário, música a história do festival de águas claras, o lendário festival ao ar livre de música brasileira que, fazendo sucesso entre a década de 1970 e de 1980, ficou conhecido por muitos como o woodstock do brasil. unindo entrevistas com artistas e fundadores do evento à imagens de arquivo de shows históricos e bastidores, o documentário relembra a trajetória que tornou o festival um símbolo da contra cultura no país.",1.0,1.0,1.0,1.0,0.8,0.6,590712|164120|84744|1186722|256289,"O Barato de Iacanga|Tropicália|Gaúcho Negro|O Fim do Mundo, Enfim|Ritos Populares: Umbanda no Brasil"
540789,Um Corpo Feminino,"um documentário quando nomeamos uma coisa, ela perde ou ganha sentido? um corpo feminino propõe um jogo aparentemente simples – pergunta para mulheres de diversas gerações a definição de algo que em teoria as unifica. parte de um projeto transmídia, o filme é a porta de entrada para uma narrativa que possui muitos pontos de vista e nenhuma resposta certa. com temas como feminismo, corpo da mulher",1.0,1.0,1.0,1.0,0.6,0.6,540789|980312|791457|1155211|1358402,Um Corpo Feminino|(Des)Proporcional|MUJ(ERES)?|Mulher Vestida de Sol|Janelas de Mim
1059853,semibreve,"um garoto apaixonado por música que sonha em se expressar e ganhar os palcos da vida, mas sua realidade não é tão colorida como gostaria que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,1.0,1.0,0.0,0.0,1059853|1412505|355282|1034317|1314753,semibreve|Amaríssima|Introdução à Música do Sangue|Indestrutível|Infinimundo
1432332,Como Nasce Um Rio,"um animação, fantasia ayla acorda em uma paisagem montanhosa, cercada apenas por vegetações e um rio. movida pela curiosidade e desejo de conhecer o lugar, ela embarca em uma jornada de descobertas e mergulhos. ao descobrir onde está, descobre também a si mesma. com temas como autodescoberta, sexualidade, amor, lgbt, auto descoberta",0.0,0.0,0.0,0.0,0.4,0.2,472315|581364|229483|542783|1217103,Amassa Que Elas Gostam|Corpornô|Sonho de Valsa|Maravilhosa|ROTA
24510,Tapete Vermelho,"um comédia quinzinho mora em uma roça bem distante de qualquer cidade grande. decidido a cumprir uma promessa, ele decide levar seu filho neco, de 9 anos, para assistir a um filme estrelado por mazzaropi em uma sala de cinema, assim como fez seu pai quando era garoto. desejando cumprir a promessa a qualquer custo, quinzinho, sua esposa zulmira, neco e o burro policarpo viajam pelas cidades em busca de um cinema que possa exibir o filme.",1.0,1.0,1.0,1.0,0.4,0.4,24510|51184|637635|1025311|1024020,Tapete Vermelho|Menino Maluquinho: O Filme|Acqua Movie|Estranho Caminho|Distante para Sempre
372882,Perpétuo Contra o Esquadrão da Morte,"um drama, crime perpétuo, policial de longa experiência, conhecedor do submundo do crime no rio de janeiro, é temido e respeitado não só pelos criminosos como pelos próprios colegas. seu lema: estudar a personalidade do bandido e não usar violência. isso irrita alguns policiais, como almeida, que defendem a lei da bala e do olho por olho. quando surge o maconheiro cara de cavalo surge nas manchetes como inimigo público número um, o esquadrão da morte lança-se em sua perseguição. o bandido mata o",1.0,1.0,1.0,1.0,0.8,0.6,372882|795899|417512|576961|536797,Perpétuo Contra o Esquadrão da Morte|Cena do Crime|É Um Caso de Polícia!|Prisioneiro da Liberdade|Na Mira do Assassino
633283,Ambiente Familiar,"um drama ficção com fortes elementos de documentário, traceja passado e presente de três rapazes que, unidos pela convergência da vida, forjam um novo arranjo familiar. sem laços consanguíneos, alex, fagner e diógenes são um retrato da matéria-prima emocional constituinte de parcela expressiva da população brasileira. com temas como homossexualidade masculina",1.0,1.0,1.0,1.0,0.8,0.8,633283|1412978|71113|968519|1413709,Ambiente Familiar|A Vida Secreta de Meus Três Homens|Filhas do Vento|Brasileiríssima|Homens de Barro
731492,Comer e ir Embora,"o curta discute a pressa, o egoísmo e a falta de solidariedade na sociedade contemporânea. que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",1.0,1.0,0.5,0.6309297535714575,0.0,0.0,818836|731492|180371|1135438|297869,Capitu e o Capítulo|Comer e ir Embora|Vai Que Dá Certo|Reminiscência|O Fim de uma Era
1127924,Mulher 80,"um música, documentário as cantoras elis regina, fafá de belém, gal costa, joanna, maria bethânia, marina, rita lee, simone, zezé motta e as integrantes do quarteto em cy participaram do especial que, entre os números musicais, apresentou 'álibi', cantado por maria bethânia; 'paula e bebeto', por gal costa; 'o bêbado e a equilibrista', interpretado por elis regina; e 'mania de você', na voz de rita lee. ao final do programa, regina duarte e todas as intérpretes cantaram juntas a música 'cantoras",1.0,1.0,1.0,1.0,1.0,0.8,1127924|148471|607947|195919|408334,Mulher 80|Maria Bethânia: Tempo Tempo Tempo Tempo|Alceu Valença - Na Embolada do Tempo|Brasil|Duduca & Dalvan: O Show
1406890,"This Night, My Soul Shall Depart","um terror, fantasia, mistério em seu último dia de trabalho como empregada doméstica, a jovem kumani presencia situações estranhas na casa de seus patrões. mal sabe ela que seu destino pode estar em risco. com temas como maldição, fantasma, horror sobrenatural, horror negro, cinema brasileiro",0.0,0.0,0.0,0.0,0.8,0.3333333333333333,710425|1342018|1004285|308704|1320092,República|Mau Presságio|Dissociativa|A Misteriosa Morte de Pérola|As Mortes de Hera
1461099,Burning,"um terror em um vilarejo suburbano, uma casa de uma jovem família que perdeu o primogênito pega fogo. vizinhos dizem que a casa tem uma maldição, já que ninguém entende como o incêndio começou, e as testemunhas têm versões completamente diferentes do ocorrido. no entanto, todas compartilham algo em comum: o mistério que envolve a casa e seus habitantes.",1.0,1.0,1.0,1.0,0.4,0.4,1461099|668260|988524|1450012|1359358,Burning|Casa com Parede|Memórias do Fogo|Invisível aos Olhos|Apartamento 62
362313,Quase Memória,"um aventura, drama, ficção científica o jornalista carlos recebe um pacote e logo percebe que o remetente é seu pai, ernesto, que morreu há alguns anos. espantado, ele fica em dúvida se deve ou não abrir o embrulho, enquanto relembra histórias divertidas que viveu ao lado do pai.",1.0,1.0,1.0,1.0,0.6,0.3333333333333333,362313|913692|204612|546658|915985,"Quase Memória|Cora|Morgue Story: Sangue, Baiacu e Quadrinhos|Zórnit|Noctiluzes"
405812,Parente,"um documentário o diretor aldemar matias e a pesquisadora adele benzaken acompanham os testes rápidos de hiv e sífilis realizados em populações indígenas das etnias ticuna e yanomami. com temas como saúde, hiv, yanomami, tikuna",1.0,1.0,1.0,1.0,1.0,1.0,405812|763268|560281|632903|957226,Parente|Prazer em Conhecer|A Tecnologia Social|Carta Para Além dos Muros|Quando Falta O Ar
818118,Festa do Divino Espírito Santo,"um documentário filme educacional realizado para o inc em convênio com o dfe para a campanha de defesa do folclore brasileiro. que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",0.0,0.0,0.0,0.0,0.6,0.6,774852|480519|230936|1135423|826630,"Dramática|Paulo Autran – O Senhor dos Palcos|És tu, Brasil|O Diário de Pilar|Um Documentário Brasileiro"
1142676,Tempos de Barbárie - Ato I: Terapia da Vingança,"um drama, thriller durante uma tentativa de assalto, a filha da advogada carla é baleada e fica em estado grave. sem respostas, carla tenta seguir a vida buscando ajuda em grupos de apoio. sem conseguir aceitar o destino da filha e a falta de soluções por parte da polícia, transforma a busca por justiça em uma procura por vingança e testa o seu próprio limite para ver até onde poderia ir.",1.0,1.0,1.0,1.0,0.6,0.5,1142676|611046|320275|1354503|1284698,Tempos de Barbárie - Ato I: Terapia da Vingança|Tormento|Mãos Sangrentas|A Vítima Invisível: O Caso Eliza Samudio|Maria da Penha: Um Caso de Litígio Internacional
1078551,"Por Favor, Socorro","um documentário maria aparecida é uma mãe que luta para manter a rotina enquanto é obrigada a permanecer afastada do filho. com temas como prisão, mãe, filho, curta -metragem, documentário que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",0.0,0.0,0.0,0.0,0.6,0.6,763237|994468|1425938|1392766|297278,Limiar|Filho da Mãe|Mãos que não se alcançam|A Mãe da Mãe da Menina|Na Quebrada
1174034,Até Que a Música Pare,"um drama depois que o último filho sai de casa, chiara, matriarca de uma família descendente de italianos, decide acompanhar o marido em suas viagens como vendedor pelos botecos da serra gaúcha. uma tartaruga e baralhos de carta colocarão à prova mais de 50 anos de vida a dois.",1.0,1.0,1.0,1.0,0.6,0.6,1174034|510550|358527|796536|547844,Até Que a Música Pare|O Juízo|Pecado Mortal|Legado Italiano|A Pata do Macaco
912828,Te Prego Lá Fora,"um animação, comédia todo mundo sabe que ser adolescente não é fácil, ainda mais quando se é um semideus com poderes ilimitados e correndo o risco de ser crucificado a qualquer momento, essa é a vida de jesus cristo em sua escola nova.",1.0,1.0,1.0,1.0,0.6,0.4,912828|853666|1048890|774133|1327328,Te Prego Lá Fora|Jesus Kid|Júlio o Rei dos Vilões|Teocracia em Vertigem|Deus de Neon
1394496,O Velho Fusca,"um comédia, drama ao descobrir um velho fusca abandonado na garagem do avô, junior bola um plano para conseguir ficar com o carro, mas para isso terá que remendar uma antiga briga que dividiu a família há anos.",1.0,1.0,1.0,1.0,0.8,0.5,1394496|1393578|86320|306792|1391804,O Velho Fusca|The Evil Dad: O Papai do Mal|Cabra Marcado Para Morrer|Turma da Mônica em O Bicho-Papão e Outras Histórias|Do Lado de Dentro
450880,2000 Anos de Confusão,"um comédia bonitão quer dar o 'golpe do baú' na filha de um ricaço à beira da falência. uma quadrilha, que o seguia, rapta a moça e a prima dela. com o auxílio de agentes da a.n.c.o.l. e de seu amigo maloca, liberta as moças e aceita o casamento malogrado.",1.0,1.0,1.0,1.0,0.8,0.8,450880|670700|373680|735838|1296671,2000 Anos de Confusão|O Diabo na Cama|A Cama ao Alcance de Todos|Os Espetaculares|Obsessão Maldita
431176,Teresinha,"um documentário documentário sobre thérèse de lisieux, freira carmelita descalça conhecida de forma popular no brasil como santa teresinha do menino jesus. ao longo dos seus anos na terra, ela deixou manuscritos autobiográficos, questionando um grande dilema do homem moderno: o conflito entre fé e razão. com temas como fé, religião",1.0,1.0,1.0,1.0,0.6,0.6,431176|228167|507935|500450|449610,Teresinha|Irmã Dulce|Fé|Joana Angélica|O Sertão das Memórias
1100994,Não sei mais o que é saudade,"um drama com técnicas mistas, o curta-metragem ""não sei mais o que é saudade"" traz uma gravação de gameplay do jogo ""project zomboid"" como base para um filme que busca representar o que solidão significa pro ser humano e o quanto podemos nos encontrar mesmo sem ajuda alguma. com temas como machinima",1.0,1.0,1.0,1.0,0.6,0.6,1100994|1217103|1073308|828281|1429782,Não sei mais o que é saudade|ROTA|Do Útero Ao Túmulo|Solidão no Fundo da Agulha|Noúres
1228455,Realidade Oculta,"um documentário ""realidade oculta"" é um documentário impactante dirigido por thiago mello, abrindo um diálogo franco e humano sobre essa condição que afeta milhões de pessoas em todo o mundo. o documentário apresenta relatos tocantes de indivíduos que enfrentaram a batalha da depressão, revelando suas experiências pessoais, desafios e superações.  ao longo da narrativa, mello também conduz entrevistas com profissionais da saúde mental, como o professor e psicólogo luís lessa, oferecendo uma pers",1.0,1.0,1.0,1.0,0.8,0.8,1228455|1187745|636682|255439|829810,Realidade Oculta|Ressignificar|Eu Sinto Muito|Meu Amigo Claudia|Mr. Dreamer
685949,O Último Retrato,"um drama, mistério amanda precisa lidar com a ausência de pedro. que traz uma narrativa envolvente e reflexiva, explorando de forma intensa as emoções e transformações vividas ao longo da história.",0.0,0.0,0.0,0.0,1.0,0.7,818836|1397304|1462662|1391904|1391382,Capitu e o Capítulo|Trópico de Leão|LITURGIA|Ecos Do Silêncio|A Armadilha
1015310,Terremoto,"em busca de melhores condições de vida, dois jovens haitianos imigram com suas famílias para a cidade de contagem, em minas gerais, depois do terremoto que assolou o país caribenho em 2010. a nova realidade traz muitos desafios, ainda mais com a chegada da pandemia o brasil.",1.0,1.0,1.0,1.0,0.0,0.0,1015310|533525|359631|558133|1044760,Terremoto|Que Língua Você Fala?|Pau Brasil|Asas de um Anjo Soltas pelo Chão|Desconectados: Os Impactos da Pandemia na Educação Brasileira
1053717,Paula Fernandes - Origens,"um música 01.seio de minas02.fingindo paixão03.beijo bom04.se o coração viajar05.não te troquei por ela - paula fernandes, gustavo mioto06.não precisa07.resgate08.sensações09.prometo - paula fernandes, kell smith10.juntos11.sonho da caça12.te amo sem querer - paula fernandes, césar menotti & fabiano13.ladrão de mulher / a coisa tá feia / pagode - paula fernandes, césar menotti14.meu eu em você15.traidor16.eu sem você / um ser amor17.hora certa18.virou mania19.navegar em mim20.evidências / vida v",0.0,0.0,0.0,0.0,0.75,0.75,1046817|492007|687476|643286|777695,"Jeito Moleque - Me Faz Feliz  Ao Vivo|Maria Bethânia: Carta de Amor Ao Vivo|Um Barzinho, Um Violão: Novelas Anos 70|Música Para Morrer de Amor|Irmãos - Seu Jorge & Alexandre Pires"
1168407,Dois é Demais em Orlando,"um comédia joão é um adulto apaixonado por filmes e super-heróis que está prestes a realizar seu sonho de infância: passar as férias em orlando e conhecer os parques da universal. às vésperas da viagem sua chefe lhe pede um pequeno favor: levar seu filho cacá, um menino de dez anos que se comporta como um executivo de meia idade, no mesmo voo e entregá-lo para o pai. o que era pra ser apenas uma carona até orlando vira uma roubada quando o pai de cacá não aparece para buscá-lo. agora, joão terá",1.0,1.0,0.5,0.6309297535714575,1.0,1.0,735838|1168407|985176|644139|51184,Os Espetaculares|Dois é Demais em Orlando|Capitão Tocha|Cine Cartoon - Especial Turma Da Mônica Jovem|Menino Maluquinho: O Filme
